Incident ID,Priority,SLA Name,SLA Status,Submit Date,Resolved Date,Assigned Group
INC000000400129,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 17:31,11/08/2025 17:37,Service Desk Remote
INC000000400129,Medium,Workplace Services - P3 Resolution Time,Met,11/08/2025 17:31,11/08/2025 17:37,Network Operations
INC000000400131,Medium,Service Desk - P3 Resolution Time,Met,12/08/2025 15:09,12/08/2025 15:22,Service Desk L1
INC000000400132,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 08:50,20/08/2025 08:57,Service Desk Remote
INC000000400132,Low,Identity & Access - P4 Resolution Time,Met,20/08/2025 08:50,20/08/2025 08:57,Identity & Access
INC000000400135,Low,Service Desk - P4 Resolution Time,Met,14/08/2025 15:35,14/08/2025 15:52,Service Desk L1
INC000000400136,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 14:33,01/08/2025 15:02,Service Desk VIP
INC000000400137,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 15:24,28/08/2025 15:45,Service Desk VIP
INC000000400139,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 13:54,19/08/2025 14:01,Service Desk VIP
INC000000400141,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 09:09,11/08/2025 09:23,Service Desk L1
INC000000400141,Medium,Identity & Access - P3 Resolution Time,Met,11/08/2025 09:09,11/08/2025 09:23,Network Operations
INC000000400144,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 11:53,11/08/2025 12:04,Service Desk L1
INC000000400145,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 16:35,07/08/2025 16:54,Service Desk Remote
INC000000400147,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 13:28,11/08/2025 13:42,Service Desk L1
INC000000400149,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 11:26,20/08/2025 13:52,Service Desk L1
INC000000400151,Low,Service Desk - P4 Resolution Time,Met,28/08/2025 11:09,28/08/2025 16:21,Service Desk VIP
INC000000400154,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 10:53,04/08/2025 11:16,Service Desk Remote
INC000000400156,Low,Service Desk - P4 Resolution Time,Met,08/08/2025 09:11,08/08/2025 09:27,Service Desk L1
INC000000400157,Low,Service Desk - P4 Resolution Time,Met,14/08/2025 13:50,14/08/2025 14:16,Service Desk Remote
INC000000400159,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 15:22,11/08/2025 15:42,Service Desk L1
INC000000400162,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 12:33,04/08/2025 12:54,Service Desk L1
INC000000400164,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 16:57,18/08/2025 17:25,Service Desk L1
INC000000400167,Low,Service Desk - P4 Resolution Time,Met,22/08/2025 10:25,22/08/2025 19:12,Service Desk L1
INC000000400169,Low,Service Desk - P4 Resolution Time,Met,14/08/2025 17:52,15/08/2025 07:00,Service Desk L1
INC000000400171,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 14:27,04/08/2025 17:35,Service Desk VIP
INC000000400173,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 09:59,13/08/2025 10:10,Service Desk L1
INC000000400174,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 10:50,18/08/2025 11:10,Service Desk L1
INC000000400176,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 15:05,06/08/2025 15:26,Service Desk L1
INC000000400178,Medium,Service Desk - P3 Resolution Time,Met,27/08/2025 10:18,27/08/2025 20:25,Service Desk L1
INC000000400180,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 08:30,20/08/2025 08:44,Service Desk L1
INC000000400181,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 15:42,12/08/2025 18:27,Service Desk L1
INC000000400184,Low,Service Desk - P4 Resolution Time,Met,08/08/2025 09:26,08/08/2025 09:32,Service Desk L1
INC000000400187,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 12:47,01/08/2025 15:19,Service Desk VIP
INC000000400189,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:25,04/08/2025 16:48,Service Desk L1
INC000000400192,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 09:38,11/08/2025 10:04,Service Desk L1
INC000000400195,Low,Service Desk - P4 Resolution Time,Met,28/08/2025 10:56,28/08/2025 11:24,Service Desk VIP
INC000000400196,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 15:39,13/08/2025 19:33,Service Desk Remote
INC000000400197,Low,Service Desk - P4 Resolution Time,Met,06/08/2025 09:37,06/08/2025 10:03,Service Desk L1
INC000000400200,Low,Service Desk - P4 Resolution Time,Met,26/08/2025 08:19,26/08/2025 08:38,Service Desk VIP
INC000000400202,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 08:05,21/08/2025 08:27,Service Desk Remote
INC000000400203,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 15:24,29/08/2025 06:00,Service Desk L1
INC000000400204,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 15:12,07/08/2025 00:06,Service Desk L1
INC000000400207,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 08:27,20/08/2025 08:52,Service Desk L1
INC000000400208,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 17:01,06/08/2025 17:06,Service Desk VIP
INC000000400211,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 12:26,18/08/2025 12:34,Service Desk L1
INC000000400211,Medium,Identity & Access - P3 Resolution Time,Met,18/08/2025 12:26,18/08/2025 12:34,Identity & Access
INC000000400212,Low,Service Desk - P4 Resolution Time,Met,19/08/2025 17:24,19/08/2025 17:49,Service Desk VIP
INC000000400213,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 13:54,26/08/2025 14:18,Service Desk L1
INC000000400215,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 11:06,25/08/2025 11:18,Service Desk L1
INC000000400218,Low,Service Desk - P4 Resolution Time,Met,06/08/2025 16:33,06/08/2025 16:45,Service Desk VIP
INC000000400220,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 10:22,04/08/2025 10:41,Service Desk L1
INC000000400223,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 17:52,22/08/2025 18:13,Service Desk VIP
INC000000400225,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 09:55,15/08/2025 10:05,Service Desk L1
INC000000400226,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 09:06,14/08/2025 09:11,Service Desk VIP
INC000000400228,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 16:50,20/08/2025 17:16,Service Desk L1
INC000000400229,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 11:26,25/08/2025 11:52,Service Desk L1
INC000000400229,Low,Network Operations - P4 Resolution Time,Met,25/08/2025 11:26,25/08/2025 11:52,Network Operations
INC000000400230,Low,Service Desk - P4 Resolution Time,Met,21/08/2025 16:26,22/08/2025 04:11,Service Desk L1
INC000000400231,Low,Service Desk - P4 Resolution Time,Met,01/08/2025 08:00,01/08/2025 08:19,Service Desk L1
INC000000400233,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 10:08,11/08/2025 19:25,Service Desk Remote
INC000000400235,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 17:08,22/08/2025 17:15,Service Desk L1
INC000000400236,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 09:30,05/08/2025 09:37,Service Desk L1
INC000000400236,Low,Workplace Services - P4 Resolution Time,Met,05/08/2025 09:30,05/08/2025 09:37,Workplace Services
INC000000400238,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 11:18,15/08/2025 11:24,Service Desk L1
INC000000400240,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 14:20,01/08/2025 14:31,Service Desk L1
INC000000400243,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 09:39,18/08/2025 09:46,Service Desk VIP
INC000000400246,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 13:15,26/08/2025 13:41,Service Desk L1
INC000000400246,Medium,Identity & Access - P3 Resolution Time,Met,26/08/2025 13:15,26/08/2025 13:41,Identity & Access
INC000000400248,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 14:28,12/08/2025 04:23,Service Desk L1
INC000000400248,Medium,Network Operations - P3 Resolution Time,Met,11/08/2025 14:28,12/08/2025 04:23,Identity & Access
INC000000400251,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 13:51,25/08/2025 13:58,Service Desk L1
INC000000400253,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 16:24,18/08/2025 20:57,Service Desk L1
INC000000400255,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 10:35,20/08/2025 10:49,Service Desk VIP
INC000000400256,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 12:42,11/08/2025 23:34,Service Desk VIP
INC000000400256,Medium,Identity & Access - P3 Resolution Time,Met,11/08/2025 12:42,11/08/2025 23:34,Network Operations
INC000000400258,Medium,Service Desk - P3 Resolution Time,Met,27/08/2025 15:25,27/08/2025 15:30,Service Desk L1
INC000000400259,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 10:55,28/08/2025 16:47,Service Desk L1
INC000000400260,Low,Service Desk - P4 Resolution Time,Met,28/08/2025 12:47,28/08/2025 13:11,Service Desk VIP
INC000000400261,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 13:27,20/08/2025 13:56,Service Desk L1
INC000000400262,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 09:47,25/08/2025 09:54,Service Desk L1
INC000000400265,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 13:49,08/08/2025 14:07,Service Desk L1
INC000000400266,Low,Service Desk - P4 Resolution Time,Met,22/08/2025 15:18,22/08/2025 15:30,Service Desk L1
INC000000400268,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 12:24,25/08/2025 13:48,Service Desk Remote
INC000000400270,Low,Service Desk - P4 Resolution Time,Met,13/08/2025 08:56,13/08/2025 09:40,Service Desk VIP
INC000000400271,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 09:02,11/08/2025 09:11,Service Desk VIP
INC000000400273,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 08:21,01/08/2025 08:39,Service Desk Remote
INC000000400274,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 11:22,13/08/2025 11:37,Service Desk L1
INC000000400275,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 13:30,19/08/2025 04:12,Service Desk L1
INC000000400276,Low,Service Desk - P4 Resolution Time,Met,22/08/2025 11:03,23/08/2025 01:36,Service Desk L1
INC000000400277,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 10:05,12/08/2025 19:53,Service Desk L1
INC000000400279,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 12:37,22/08/2025 12:52,Service Desk L1
INC000000400280,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 17:16,25/08/2025 23:39,Service Desk L1
INC000000400282,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 12:05,26/08/2025 12:32,Service Desk L1
INC000000400284,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 17:33,18/08/2025 17:43,Service Desk L1
INC000000400286,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 16:41,07/08/2025 16:47,Service Desk Remote
INC000000400287,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 12:00,18/08/2025 12:16,Service Desk L1
INC000000400289,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 17:07,26/08/2025 17:30,Service Desk VIP
INC000000400290,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 08:47,18/08/2025 09:10,Service Desk Remote
INC000000400293,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 10:56,22/08/2025 18:55,Service Desk L1
INC000000400295,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 16:38,07/08/2025 16:55,Service Desk L1
INC000000400297,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 10:28,08/08/2025 10:55,Service Desk Remote
INC000000400298,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 09:43,21/08/2025 16:25,Service Desk VIP
INC000000400299,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 09:52,11/08/2025 10:18,Service Desk Remote
INC000000400302,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 13:00,08/08/2025 13:23,Service Desk VIP
INC000000400304,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 15:45,25/08/2025 15:55,Service Desk L1
INC000000400306,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 12:00,11/08/2025 12:10,Service Desk VIP
INC000000400306,Medium,Identity & Access - P3 Resolution Time,Met,11/08/2025 12:00,11/08/2025 12:10,Workplace Services
INC000000400309,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 12:36,11/08/2025 12:48,Service Desk L1
INC000000400312,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 10:01,04/08/2025 10:29,Service Desk Remote
INC000000400312,Medium,Identity & Access - P3 Resolution Time,Met,04/08/2025 10:01,04/08/2025 10:29,Network Operations
INC000000400313,Low,Service Desk - P4 Resolution Time,Met,01/08/2025 11:07,01/08/2025 11:15,Service Desk L1
INC000000400315,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 15:19,18/08/2025 15:29,Service Desk Remote
INC000000400318,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 16:02,26/08/2025 16:12,Service Desk VIP
INC000000400321,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 09:26,18/08/2025 09:44,Service Desk L1
INC000000400324,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 10:51,05/08/2025 16:12,Service Desk VIP
INC000000400327,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 17:05,11/08/2025 17:15,Service Desk Remote
INC000000400330,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 10:10,11/08/2025 10:24,Service Desk VIP
INC000000400331,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 16:54,20/08/2025 22:38,Service Desk L1
INC000000400332,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 15:56,29/08/2025 06:41,Service Desk Remote
INC000000400335,Low,Service Desk - P4 Resolution Time,Met,13/08/2025 13:52,13/08/2025 16:15,Service Desk L1
INC000000400337,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 16:51,25/08/2025 17:07,Service Desk L1
INC000000400338,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 09:51,25/08/2025 10:12,Service Desk L1
INC000000400339,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 16:02,18/08/2025 16:22,Service Desk VIP
INC000000400342,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 16:31,20/08/2025 16:44,Service Desk Remote
INC000000400345,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 12:11,21/08/2025 12:22,Service Desk Remote
INC000000400345,Medium,Workplace Services - P3 Resolution Time,Met,21/08/2025 12:11,21/08/2025 12:22,Network Operations
INC000000400346,Low,Service Desk - P4 Resolution Time,Met,19/08/2025 08:53,19/08/2025 09:14,Service Desk L1
INC000000400347,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 11:20,13/08/2025 11:26,Service Desk VIP
INC000000400350,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 08:07,25/08/2025 08:28,Service Desk VIP
INC000000400351,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 11:02,25/08/2025 11:30,Service Desk L1
INC000000400353,Medium,Service Desk - P3 Resolution Time,Met,12/08/2025 08:16,12/08/2025 08:33,Service Desk L1
INC000000400355,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 13:42,08/08/2025 18:44,Service Desk VIP
INC000000400357,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 16:50,05/08/2025 18:39,Service Desk L1
INC000000400360,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 16:37,25/08/2025 21:47,Service Desk VIP
INC000000400362,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:15,04/08/2025 16:42,Service Desk Remote
INC000000400364,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 14:55,26/08/2025 15:07,Service Desk Remote
INC000000400367,Medium,Service Desk - P3 Resolution Time,Missed,27/08/2025 15:38,27/08/2025 16:03,Service Desk L1
INC000000400367,Medium,Workplace Services - P3 Resolution Time,Met,27/08/2025 15:38,27/08/2025 16:03,Network Operations
INC000000400369,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 14:25,28/08/2025 14:49,Service Desk VIP
INC000000400371,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 12:43,04/08/2025 12:51,Service Desk L1
INC000000400374,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 15:45,04/08/2025 22:14,Service Desk VIP
INC000000400375,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 11:30,20/08/2025 11:47,Service Desk L1
INC000000400376,Low,Service Desk - P4 Resolution Time,Met,13/08/2025 14:32,13/08/2025 14:47,Service Desk L1
INC000000400378,Medium,Service Desk - P3 Resolution Time,Met,05/08/2025 12:46,05/08/2025 13:12,Service Desk VIP
INC000000400379,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 08:57,25/08/2025 09:12,Service Desk Remote
INC000000400380,Low,Service Desk - P4 Resolution Time,Met,13/08/2025 17:49,13/08/2025 17:54,Service Desk L1
INC000000400380,Low,Identity & Access - P4 Resolution Time,Met,13/08/2025 17:49,13/08/2025 17:54,Workplace Services
INC000000400381,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 14:48,25/08/2025 15:13,Service Desk VIP
INC000000400383,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 16:45,06/08/2025 17:03,Service Desk L1
INC000000400385,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 13:24,18/08/2025 13:41,Service Desk L1
INC000000400386,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 16:13,05/08/2025 06:55,Service Desk L1
INC000000400389,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 08:25,25/08/2025 08:30,Service Desk L1
INC000000400391,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 11:12,04/08/2025 11:39,Service Desk L1
INC000000400391,Low,Network Operations - P4 Resolution Time,Met,04/08/2025 11:12,04/08/2025 11:39,Network Operations
INC000000400394,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 16:28,20/08/2025 16:46,Service Desk L1
INC000000400395,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 13:22,18/08/2025 13:42,Service Desk L1
INC000000400398,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 11:26,14/08/2025 11:51,Service Desk L1
INC000000400399,Medium,Service Desk - P3 Resolution Time,Met,27/08/2025 14:59,27/08/2025 15:11,Service Desk Remote
INC000000400402,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 13:06,12/08/2025 13:30,Service Desk VIP
INC000000400405,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 17:24,04/08/2025 17:32,Service Desk L1
INC000000400408,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 17:09,16/08/2025 00:26,Service Desk L1
INC000000400410,Low,Service Desk - P4 Resolution Time,Met,14/08/2025 15:19,14/08/2025 15:48,Service Desk VIP
INC000000400413,Low,Service Desk - P4 Resolution Time,Met,15/08/2025 17:30,16/08/2025 04:52,Service Desk L1
INC000000400413,Low,Identity & Access - P4 Resolution Time,Met,15/08/2025 17:30,16/08/2025 04:52,Network Operations
INC000000400415,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 14:10,04/08/2025 14:22,Service Desk L1
INC000000400418,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 09:06,18/08/2025 14:10,Service Desk L1
INC000000400419,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 11:33,18/08/2025 11:51,Service Desk VIP
